label,n_atoms,summary,description,pearson_r,p_value,n_heldout,cluster_id,is_real
cluster_25,27,The detector activates on atrial flutter,"22 of 25 HIGH-activation ECGs (88%) show atrial flutter or possible atrial flutter, compared to 0 of 8 CONTROL ECGs (0%). Both groups exhibit similar complexity with bundle branch blocks, axis deviations, infarcts, and ST-T changes, but the presence of atrial flutter is the discriminating feature. The CONTROL group shows various other rhythms including sinus rhythms, atrial fibrillation, and ventricular pacing, but no atrial flutter.",0.22193240688027532,0.2972861019972581,24,25,True
cluster_7,31,The detector activates on high-normal heart rates (93-103 bpm) in sinus rhythm with narrow QRS complexes,"The HIGH group shows remarkable clustering at HR 93-103 bpm (84% of cases), predominantly 98-99 bpm, maintaining sinus rhythm with QRS <110ms. The CONTROL group lacks this HR range entirely, instead showing varied rates (33-129 bpm), wide QRS complexes (50% ≥130ms with bundle branch blocks), and multiple rhythm disturbances including atrial fibrillation, pacing, and conduction blocks.",0.29704253327698565,0.15866605725076818,24,7,True
cluster_35,29,The detector activates on LOW QRS VOLTAGES IN PRECORDIAL LEADS,"The HIGH-activation group shows a striking pattern: 13 of 25 ECGs (52%) explicitly mention 'Low QRS voltages in precordial leads,' while this finding is completely absent in all 8 CONTROL ECGs. Despite the CONTROL group having significant conduction abnormalities (RBBB, fascicular blocks) and structural disease (infarcts, LVH), none exhibit low precordial voltages. This specific voltage criterion appears to be the discriminating feature.",-0.1995946427471722,0.34975374240270857,24,35,True
cluster_59,14,The detector activates on sinus tachycardia with preserved sinus rhythm,"88% of HIGH-activation ECGs show sinus tachycardia with organized P-wave activity, compared to only 38% in controls. Despite matched complexity and similar ischemic/ST-T changes in both groups, the HIGH group maintains sinus node-driven rhythm at elevated rates (127-190 bpm). The CONTROL group shows predominantly non-sinus rhythms including atrial fibrillation, pacing, and ectopic atrial rhythms.",0.2656088605588187,0.20968619485400267,24,59,True
cluster_3,22,The detector activates on regular sinus rhythm with heart rates tightly clustered in the mid-60s to low-70s range (bradycardic-to-normal range),"The HIGH group consists exclusively of regular sinus rhythm with remarkably consistent heart rates predominantly at 66-67 bpm (44% of cases) and ranging only 65-86 bpm. The CONTROL group shows heterogeneous rhythms including atrial fibrillation, sinus bradycardia (54 bpm), sinus arrhythmia, and AV conduction delay, with heart rates spanning a much wider range (54-98 bpm). The detector appears to identify a specific physiologic state: stable, regular sinus rhythm in a narrow bradycardic-to-normal heart rate range.",0.17452441279580366,0.4147078773766847,24,3,True
cluster_30,25,The detector activates on anterior (or anteroseptal) infarct patterns combined with diffuse ischemic ST-T wave changes,"The HIGH-activation group shows anterior/anteroseptal infarct patterns in 84% of cases (21/25) versus only 12.5% in controls (1/8). These anterior patterns are consistently accompanied by inferior/lateral ST-T changes attributed to ischemia, hypertrophy, or infarct/CVA. The CONTROL group lacks this specific anterior injury pattern despite similar overall complexity.",0.18634474767430687,0.3832968169951335,24,30,True
cluster_67,79,"The detector activates on severe bradycardia, particularly junctional rhythms and extreme bradycardia (HR 31-40 bpm)","The HIGH group is characterized by profound bradycardia with heart rates predominantly in the 31-40 bpm range, with 8/17 interpretable ECGs showing junctional rhythm (non-sinus origin). In contrast, the CONTROL group maintains normal to mildly bradycardic sinus rhythm with heart rates of 54-96 bpm and preserved sinus node function. Both groups share similar structural abnormalities (infarcts, LVH, conduction blocks), but differ fundamentally in the severity of bradycardia and the presence of junctional escape rhythms indicating sinus node dysfunction.",-0.17080624329090335,0.4248726556659987,24,67,True
cluster_55,27,The detector activates on bundle branch blocks with QRS duration ≥120ms,"The HIGH group shows marked conduction abnormalities with 24 of 25 ECGs (96%) exhibiting complete bundle branch blocks (LBBB or RBBB) with QRS durations ranging from 120-170ms. In contrast, the CONTROL group has only 1 of 8 ECGs with complete BBB, with most showing normal or mildly prolonged QRS durations (70-106ms, with only one at 182ms). This represents the single clearest discriminating feature between groups despite similar overall complexity.",0.3706935769762642,0.07454930128359845,24,55,True
cluster_38,8,The detector activates on extreme rightward QRS axis deviation (typically +147° to +179°),"The HIGH-activation group shows consistent extreme rightward axis deviation, with 23 of 25 ECGs displaying QRS axes between +147° and +179° (or their equivalent negative values from -153° to -180°). This represents either marked right axis deviation or the equivalent left superior axis when expressed in negative degrees. The CONTROL group shows normal to leftward axis deviation (ranging from -135° to +76°), with none displaying this extreme rightward pattern despite similar overall complexity.",0.7813371472372579,6.573141637952019e-06,24,38,True
cluster_57,23,The detector activates on normal-to-high heart rates in the physiologic range (≥86 bpm) with preserved sinus rhythm,"The HIGH group consistently shows heart rates of 86 bpm or greater (23/25 ECGs), predominantly in normal sinus rhythm. In contrast, the CONTROL group shows lower heart rates with 5/8 having bradycardia (HR <60 bpm). Despite the CONTROL group having higher overall complexity (structural disease, conduction defects, arrhythmias), it lacks the specific feature of sustained physiologic heart rates that characterize the HIGH activation group.",0.39248516846623727,0.05781984950175458,24,57,True
cluster_12,23,The detector activates on indeterminate or near-zero QRS axis (0°) combined with low QRS voltages in limb leads,"Five HIGH-activation ECGs explicitly report axis=0° (indeterminate axis), with several others showing near-zero values. Additionally, 40% of HIGH ECGs show low QRS voltages specifically in limb leads or generalized low voltages. This combination suggests the detector identifies a specific electrical pattern where the mean QRS vector is oriented perpendicular to the frontal plane, producing equiphasic complexes in limb leads with reduced amplitude.",0.42356296657764203,0.03916053596843021,24,12,True
cluster_62,40,The detector activates on uncomplicated left bundle branch block in sinus rhythm,"All 25 HIGH-activation ECGs show left bundle branch block (LBBB) with sinus rhythm as the primary rhythm. In stark contrast, the CONTROL group contains NO cases of simple LBBB with sinus rhythm. Instead, CONTROL ECGs show right bundle branch block, bifascicular blocks, atrial fibrillation, idioventricular rhythm, multiple premature complexes, and acute MI patterns - all representing more complex or different conduction abnormalities than isolated LBBB.",,,24,62,True
cluster_29,23,The detector activates on ventricular pacing,"The HIGH-activation group is characterized by the overwhelming presence of ventricular pacing (21 of 25 ECGs, 84%) with statements like 'Ventricular pacing' or 'Demand pacing' followed by 'Pacemaker rhythm - no further analysis'. The CONTROL group contains NO paced rhythms despite similar overall complexity, showing instead sinus rhythms, atrial fibrillation, and atrial flutter. The specific feature differentiating these groups is the presence of artificial ventricular pacing.",0.4797410581016115,0.017676435597782626,24,29,True
cluster_60,16,The detector activates on the combination of heart rate in the upper normal to mildly tachycardic range (96-107 bpm) with lateral ST-T changes,"The HIGH group shows remarkable clustering with 22/25 cases having HR ≥96 bpm and 20/25 having HR ≥99 bpm, predominantly in the 96-107 range. This narrow HR range is coupled with frequent lateral ST-T changes (17/25 cases). The CONTROL group lacks this pattern, showing widely scattered heart rates (57-124 bpm) with only 2/8 in the target range and no consistent lateral ST-T pattern.",0.7204299737749128,7.179797939594753e-05,24,60,True
cluster_5,26,"The detector activates on heart rates tightly clustered in the 65-70 bpm range, particularly around 67-69 bpm","84% of HIGH-activation ECGs (21/25) have heart rates between 65-70 bpm, with pronounced clustering at 67-69 bpm (17/25). The CONTROL group shows widely dispersed heart rates (39-119 bpm) with none in this tight cluster. Both groups share similar conduction abnormalities, ischemic patterns, and QRS prolongation, but differ dramatically in heart rate distribution.",0.7920235854233914,3.997524566708297e-06,24,5,True
cluster_8,22,The detector activates on bradycardia (heart rate ≤60 bpm),"84% of HIGH-activation ECGs show bradycardia (HR ≤60 bpm) with 60% explicitly labeled as sinus bradycardia. The CONTROL group has 0% bradycardia, with all heart rates ≥62 bpm (mean 82 bpm). Both groups share similar complexity features including infarcts, conduction defects, and ST-T changes, but differ distinctly in heart rate.",0.45409036554390975,0.025815021471106273,24,8,True
cluster_13,10,"The detector activates on a highly specific, narrow heart rate range centered at 82-83 bpm","The HIGH-activation group shows remarkable heart rate uniformity with 92% of cases (23/25) clustered tightly between 82-84 bpm. In contrast, the matched CONTROL group displays broad heart rate distribution from 51-109 bpm with no preferential range. This precise heart rate targeting occurs independently of rhythm abnormalities, conduction defects, or other pathology.",0.860541285860316,6.915380483039664e-08,24,13,True
cluster_16,20,The detector activates on left anterior fascicular block (LAFB) and marked left axis deviation,"Every single HIGH-activation ECG (25/25, 100%) exhibits either explicit left anterior fascicular block or marked left axis deviation (QRS axis ranging from -48° to -104°), whereas all CONTROL ECGs (8/8, 100%) show normal axis (9° to 74°). This is a complete separation between groups. The HIGH group frequently shows LAFB alone or combined with RBBB (bifascicular block), while CONTROL ECGs have entirely normal conduction axis despite having similar overall complexity with other abnormalities like ST-T changes, QT prolongation, and LVH.",0.27216407763044864,0.1982340286881743,24,16,True
cluster_71,12,The detector activates on technically inadequate ECG recordings with poor data quality,"The HIGH-activation group is characterized by ECGs with severe technical failures that prevent automated analysis. All HIGH cases show QRS axis readings of 29999° (a sentinel error value), unknown heart rates, and explicit warnings about data quality issues or analysis errors. In contrast, the CONTROL group consists of interpretable ECGs with measurable parameters (HR 48-120 bpm, normal axis values), despite having comparable diagnostic complexity including abnormalities like infarcts, conduction defects, and pacemakers.",0.9557292874841934,3.5928409526712346e-13,24,71,True
cluster_20,10,The detector activates on ectopic atrial rhythm and related atrial rhythm disturbances,"The HIGH group shows overwhelming predominance of ectopic atrial rhythm variants (24/25 ECGs, 96%) including 'Possible ectopic atrial rhythm' (19 cases), 'Ectopic atrial rhythm' (1 case), 'Possible ectopic atrial bradycardia' (2 cases), and 'Possible atrial flutter' (4 cases). The CONTROL group completely lacks any ectopic atrial rhythm findings, instead showing diverse rhythms including sinus rhythm, atrial fibrillation, atrial/ventricular pacing, and accelerated idioventricular rhythm. Despite similar complexity levels with comparable rates of infarcts, conduction abnormalities, and ST-T changes in both groups, the ectopic atrial rhythm pattern is the singular distinguishing feature.",0.5294601759936871,0.007799063596786559,24,20,True
cluster_56,29,The detector activates on prolonged QT intervals,"The HIGH-activation group contains multiple cases with prolonged QT intervals (430-458ms), with 4 cases explicitly interpreted as having 'Prolonged QT interval'. In contrast, the CONTROL group shows no cases with prolonged QT mentioned in interpretations and generally shorter QT durations (maximum 438ms, most <420ms). This represents a specific repolarization abnormality pattern.",-0.16639894414941897,0.4370946519810273,24,56,True
cluster_10,17,The detector activates on profound sinus bradycardia with heart rates ≤56 bpm,"The HIGH-activation group shows consistent profound bradycardia with 24/25 ECGs having heart rates ≤56 bpm (range 45-56, mean ~54 bpm). In contrast, the CONTROL group has predominantly normal to elevated heart rates (mean ~72 bpm, range 47-103) with only 2/8 showing bradycardia. Both groups share similar complexity in terms of conduction abnormalities, infarct patterns, and ST-T wave changes, but differ markedly in this specific heart rate threshold.",0.3166949764902753,0.1316113183194167,24,10,True
cluster_47,33,The detector activates on left atrial enlargement,"The HIGH-activation group shows a striking pattern: 17 of 25 ECGs (68%) have either 'probable left atrial enlargement' or 'left atrial enlargement' explicitly documented. In contrast, the CONTROL group has zero instances of left atrial enlargement mentioned across all 8 ECGs, despite similar overall complexity including LVH, prolonged QT, rhythm abnormalities, and ischemic changes. This represents the most discriminating single feature between the two matched groups.",-0.1875361233395365,0.3802080912022389,24,47,True
cluster_66,22,The detector activates on ventricular pacing,"The HIGH group contains 11 ECGs (44%) with explicit ventricular pacing or pacemaker rhythm, while the CONTROL group has zero paced rhythms (0%). Multiple HIGH ECGs show phrases like 'Ventricular pacing', 'Ventricular-paced complexes', 'Demand pacing', 'Atrial-sensed ventricular-paced rhythm', and 'Pacemaker rhythm - no further analysis'. Despite both groups having similar complexity with bundle branch blocks and infarcts, only the HIGH group demonstrates artificial ventricular depolarization from cardiac pacing.",0.12712967304013215,0.5538719135559005,24,66,True
cluster_44,15,The detector activates on left ventricular hypertrophy (LVH),"The HIGH-activation group shows LVH in 22/25 ECGs (88%), with explicit mentions of 'left ventricular hypertrophy', 'LVH with secondary repolarization abnormality', or 'probable left ventricular hypertrophy'. In contrast, the CONTROL group shows LVH in only 2/8 ECGs (25%), despite matching complexity through alternative features like infarcts, pacemakers, RBBB, atrial fibrillation, and PVCs. The HIGH group's LVH often presents with secondary repolarization changes and left axis deviation, while CONTROL cases achieve complexity through rhythm disturbances and conduction blocks other than isolated LVH.",0.08299706600141507,0.6998215026148864,24,44,True
cluster_58,40,The detector activates on regular sinus rhythm with narrow QRS complexes at heart rates in the upper-normal to mildly tachycardic range (95-105 bpm).,"The HIGH group demonstrates remarkably uniform sinus rhythm (84% vs 50% in controls) with heart rates tightly clustered at 95-105 bpm and predominantly narrow QRS complexes (74-96ms). The CONTROL group shows heterogeneous rhythms including atrial fibrillation, atrial flutter, and ventricular tachycardia, with widely variable heart rates (52-147 bpm) and frequent conduction abnormalities. The detector specifically identifies organized supraventricular electrical activity with intact AV conduction at upper-normal sinus rates.",0.8279171716018117,5.949400340906334e-07,24,58,True
cluster_53,11,The detector activates on acute or ongoing myocardial ischemia with dynamic ST-T segment changes,"The HIGH group consistently shows ST-T changes explicitly attributed to possible myocardial ischemia, acute infarction, or active ischemic processes. Six ECGs mention ischemic ST-T changes, and three note acute/evolving infarcts with urgent language. The CONTROL group lacks any ischemic attributions—instead showing lead reversal artifacts (5/8), old infarcts, or repolarization changes secondary to hypertrophy.",0.10921952606167884,0.6114360025260682,24,53,True
cluster_39,8,"The detector activates on severely prolonged QRS duration, specifically QRS ≥160-170ms","The HIGH-activation group is characterized by extreme QRS prolongation, with 68% having QRS ≥160ms and 44% having QRS ≥174ms. In contrast, the CONTROL group has only 12.5% with QRS ≥160ms and none with QRS ≥174ms. Both groups show similar overall complexity with bundle branch blocks and infarct patterns, but differ specifically in the degree of QRS widening.",0.5225880815268299,0.008795896712986775,24,39,True
cluster_2,11,The detector activates on prolonged QRS duration ≥100ms,"The HIGH group shows consistently prolonged QRS duration with 24 of 25 ECGs having QRS ≥100ms (range 100-138ms, median ~114ms). In stark contrast, the CONTROL group has predominantly narrow QRS complexes with 6 of 8 ECGs showing QRS <100ms (range 74-126ms, median ~91.5ms). This represents a fundamental difference in ventricular conduction time despite both groups having similar overall ECG complexity in terms of rhythm abnormalities, ST-T changes, and other findings.",0.5067105340807891,0.011508329616445288,24,2,True
cluster_74,15,The detector activates on low QRS voltages in limb leads,"The HIGH-activation group shows low QRS voltages in the limb leads in 96% of cases (24/25 ECGs), while this finding is completely absent in the matched CONTROL group (0/8 ECGs). This represents a near-perfect discriminator between the groups, despite both having similar overall complexity with infarct patterns, axis deviations, and conduction abnormalities. Low limb lead voltages may reflect conditions like obesity, COPD, pericardial effusion, or infiltrative processes.",-0.15666156135772677,0.46475267698762884,24,74,True
cluster_17,10,The detector activates on suspected limb lead (arm lead) reversal/misplacement artifacts,"All 25 HIGH-activation ECGs contain explicit warnings about suspected arm or limb lead reversal, with analyses limited to aVF and V1-V6 leads only. These ECGs typically show extreme QRS axis deviations (±156° to ±180°) characteristic of lead misplacement. The CONTROL group, despite having comparable or greater clinical complexity, has zero lead reversal warnings and shows normal-range or pathological (but not artifact-related) axis deviations.",0.4435380707579453,0.029934578506317852,24,17,True
cluster_15,13,The detector activates on atrial fibrillation with rapid ventricular response,"The HIGH-activation group is distinguished by the presence of atrial fibrillation (or atrial flutter in one case), with 24 of 25 cases showing rapid ventricular response (HR >100 bpm, mean ~128 bpm). All CONTROL cases show sinus rhythm with normal to slow heart rates (HR 45-77 bpm, mean ~65 bpm). While both groups have similar complexity features including ST-T changes, low voltages, bundle branch blocks, and possible infarcts, only the HIGH group consistently demonstrates the irregular atrial activity characteristic of atrial fibrillation combined with tachycardia.",0.6396102658445312,0.0007643289797226711,24,15,True
cluster_77,10,"The detector activates on ECGs with normal or near-normal findings, including normal sinus rhythm and minor non-specific changes","The HIGH-activation group contains 7 explicitly normal ECGs and multiple near-normal tracings (sinus bradycardia with otherwise normal findings, borderline ECGs with minor non-specific changes). In contrast, ALL CONTROL ECGs show significant pathology including bundle branch blocks, extreme axis deviations, acute MI, atrial fibrillation with severe conduction defects, or technical analysis errors. None of the CONTROL ECGs are classified as normal.",-0.04660065440635558,0.8288120223069552,24,77,True
cluster_63,20,"The detector activates on ECGs showing myocardial infarction patterns, particularly inferior infarcts and multi-territory infarctions","The HIGH-activation group is dominated by ECGs with documented myocardial infarctions (72% vs 38% in controls), with inferior infarcts being especially prevalent (13+ cases). Many HIGH cases show multiple infarct territories (inferior + anterior/lateral) or extensive infarctions. The CONTROL group rarely mentions infarcts, and when present, they are qualified as 'possible' rather than definitive.",0.2191943215461806,0.3034389493079031,24,63,True
cluster_14,16,The detector activates on atrial pacing rhythm,"The HIGH-activation group shows a striking predominance of atrial pacing (64% vs 0% in controls), while control ECGs are dominated by various sinus rhythms. Both groups share similar complexity with ST-T abnormalities, possible infarcts, and LVH, but differ fundamentally in their pacing status. The one paced control ECG has ventricular demand pacing, not atrial pacing.",0.2789737337777221,0.18679571802663875,24,14,True
cluster_18,28,The detector activates on abnormal R-wave progression with early transition in the precordial leads,"The HIGH-activation group shows abnormal R-wave progression with early transition in 24 of 25 ECGs (96%), while the CONTROL group shows this finding in only 1 of 8 ECGs (12.5%). This represents a highly specific pattern of precordial R-wave development where the transition from predominantly negative to predominantly positive QRS complexes occurs earlier than expected (typically before V3-V4). Despite both groups having similar overall complexity with various conduction abnormalities, structural changes, and rhythm disturbances, this specific finding of early precordial transition distinguishes the HIGH group.",0.7070092475456601,0.00011213030175888128,24,18,True
cluster_22,14,The detector activates on bifascicular block (RBBB with fascicular block),"The HIGH group shows 96% (24/25) with bifascicular block - predominantly RBBB with left anterior fascicular block (marked left axis deviation -42° to -86°), with 2 cases of RBBB with left posterior fascicular block (right axis deviation 94°, 126°). The CONTROL group has zero cases of bifascicular block despite similar overall complexity, showing instead ventricular pacing, isolated RBBB, LBBB, or rhythms without bundle branch block.",0.6267619466494274,0.0010481073246073683,24,22,True
cluster_75,18,The detector activates on low QRS voltage patterns,"The HIGH group contains multiple ECGs with explicitly reported low QRS voltages (generalized low voltages, low voltages in limb leads, or low voltages in precordial leads) in 9 out of 25 cases (36%). The CONTROL group has zero mentions of low QRS voltage in any leads despite similar overall complexity. This represents a specific voltage amplitude feature rather than morphologic or rhythm abnormalities.",0.04332412140203442,0.8406926687932383,24,75,True
cluster_4,15,The detector activates on septal and anterior wall abnormalities,"The HIGH-activation group contains 16/25 ECGs (64%) with septal or anterior findings including septal T wave changes, septal infarcts, anterior infarcts, anteroseptal infarcts, and anteroseptal ST elevation. In contrast, the CONTROL group has zero ECGs with any septal or anterior wall abnormalities despite similar overall complexity. This pattern suggests the detector is specifically sensitive to anterior/septal myocardial pathology.",0.004560329134233561,0.9831273221214606,24,4,True
cluster_78,8,"The detector activates on ECGs with unsuitable/unanalyzable lateral precordial leads (V4, V5, and/or V6).","96% of HIGH-activation ECGs have explicit documentation that leads V4, V5, and/or V6 are unsuitable for analysis, while 0% of CONTROL ECGs show this pattern. This represents poor signal quality, artifact, or technical issues specifically affecting the lateral precordial lead positions. The feature is independent of underlying rhythm, conduction abnormalities, or ischemic changes.",0.49174510910372193,0.014662767865379627,24,78,True
cluster_6,11,The detector activates on profound sinus bradycardia with heart rates ≤56 bpm,"All 25 HIGH-activation ECGs demonstrate heart rates between 47-56 bpm (mean ~51 bpm), with 24 of 25 having HR ≤54 bpm. In stark contrast, the CONTROL group shows heart rates of 54-108 bpm (mean ~81 bpm), with 7 of 8 having HR ≥67 bpm. The single CONTROL ECG at HR=54 represents the boundary case. Despite similar complexity levels (both groups showing infarcts, conduction abnormalities, QT prolongation, and ST-T changes), only profound bradycardia distinguishes the groups.",0.46296777877717865,0.02271372254525067,24,6,True
cluster_19,8,"The detector activates on myocardial infarction patterns (particularly anterior, anteroseptal, and extensive infarcts), especially when combined with other electrical abnormalities.","88% of HIGH-activation ECGs show infarct patterns versus only 25% of controls. The HIGH group frequently displays anterior/anteroseptal infarcts, extensive infarcts, or multiple infarct territories, often superimposed on ventricular pacing, atrial fibrillation/flutter, or complex conduction defects. Several HIGH cases specifically flag acute or possibly acute infarctions.",0.6199585221884163,0.0012320329260893147,24,19,True
cluster_50,9,The detector activates on technically adequate ECG recordings with complete precordial lead data,"The HIGH group consists almost entirely of ECGs with complete, interpretable data across all 12 leads, allowing full analysis of cardiac electrical activity. In contrast, the CONTROL group is dominated by ECGs with technical failures including missing precordial leads (V4-V6), electrode misplacement, or completely unanalyzable recordings. The specific feature is data completeness and technical quality rather than any cardiac pathophysiology.",0.23246493395221812,0.27434696774655865,24,50,True
cluster_9,8,The detector activates on tachycardia (heart rate ≥100 bpm),"The HIGH group universally demonstrates elevated heart rates (105-138 bpm, mean ~115 bpm) with all 25 ECGs showing tachycardia. The CONTROL group shows exclusively normal or slow rates (56-76 bpm, mean ~67 bpm) with zero cases of tachycardia. Both groups are otherwise matched on complexity including bundle branch blocks, infarct patterns, low voltages, and axis deviations.",0.7063137744035693,0.00011467518975388281,24,9,True
fake_0,20,The detector activates on sinus rhythm,"The HIGH-activation group consists exclusively of ECGs showing sinus rhythm (including sinus tachycardia and sinus bradycardia variants), with 22/25 explicitly labeled as sinus rhythm and the remaining 3 showing sinus tachycardia. In stark contrast, the CONTROL group contains 4/8 ECGs with atrial fibrillation and only 4/8 with sinus rhythm variants. Despite similar overall complexity levels, the presence of organized atrial activity and regular P-waves characteristic of sinus rhythm is the distinguishing feature.",0.2801284219949649,0.18490210526686057,24,-1,False
fake_1,20,"The detector activates on intraventricular conduction delay patterns, particularly incomplete left bundle branch block and non-specific intraventricular conduction defects","The HIGH group contains multiple ECGs with intraventricular conduction defects (IVCDs) and incomplete LBBB, which are entirely absent in the CONTROL group. While both groups have bundle branch blocks (RBBB in HIGH, LBBB in CONTROL), the HIGH group is distinguished by the presence of incomplete conduction blocks and non-specific IVCDs. These patterns represent partial or non-complete conduction delays that don't meet criteria for complete bundle branch block.",0.2026747889058453,0.3422125316982162,24,-2,False
fake_2,20,The detector activates on low QRS voltages in the precordial leads,"The HIGH group shows a remarkably consistent pattern of low QRS voltages specifically in the precordial (chest) leads, appearing in 11 of 25 ECGs (44%). This finding is explicitly mentioned in the interpretations as 'Low QRS voltages in precordial leads.' In stark contrast, the CONTROL group shows NO instances of this pattern despite similar overall complexity and the presence of various other abnormalities including bundle branch blocks, infarcts, and conduction defects.",-0.25722201551467117,0.22497624740766134,24,-3,False
fake_3,20,The detector activates on suspected or confirmed arm lead reversal,"The HIGH-activation group shows a striking pattern where 16 out of 25 ECGs (64%) contain explicit warnings about suspected or confirmed arm lead reversal, with annotations like '--- Suspect arm lead reversal - only aVF, V1-V6 analyzed ---' or '*** arm lead reversal - only aVF, V1 - V6 analyzed ***'. These cases are characterized by extreme or unusual QRS axis values (typically >150° or <-150°) indicating limb lead misplacement. The CONTROL group has zero instances of arm lead reversal warnings despite similar overall complexity.",-0.23613472870136787,0.26662631416768734,24,-4,False
